129173455,0.00,0.00,0,999,999,999,999,999,999,0,999,999,0,999,999,0,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173455,0.00,0.00,0,999,999,999,999,0.96,9.47,2,-0.76,9.41,3,1.51,9.38,2,999,999,0,999,999,0,999,999,0,0.00,0.00,9.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173456,0.00,0.00,0,999,999,999,999,1.00,9.06,2,-0.71,9.05,3,1.53,9.02,2,999,999,0,999,999,0,999,999,0,0.00,0.00,8.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173456,0.00,0.00,0,999,999,999,999,1.07,8.65,2,-0.71,8.69,3,1.57,8.67,2,999,999,0,999,999,0,999,999,0,0.00,0.00,8.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173456,0.00,0.00,0,999,999,999,999,1.12,8.26,2,-0.75,8.36,3,1.60,8.34,2,999,999,0,999,999,0,999,999,0,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173456,0.00,0.00,0,999,999,999,999,1.15,7.85,2,-0.81,8.00,3,1.61,7.98,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173457,0.00,0.00,0,999,999,999,999,1.12,7.41,2,-0.89,7.62,3,1.57,7.60,2,999,999,0,999,999,0,999,999,0,0.00,0.00,7.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173457,0.00,0.00,0,999,999,999,999,1.03,7.00,2,-0.93,7.27,3,1.48,7.26,2,999,999,0,999,999,0,999,999,0,0.00,7.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173457,0.00,0.00,0,999,999,999,999,0.90,6.61,2,-0.92,6.91,3,1.35,6.92,2,999,999,0,999,999,0,999,999,0,0.00,6.82,6.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
129173457,0.08,0.00,0,999,999,999,999,0.73,6.20,2,-0.86,6.53,3,1.19,6.58,2,999,999,0,999,999,0,999,999,0,0.00,6.43,6.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,RightArrow,False
