10613648,0.00,2.00,0,999,999,999,999,-0.73,9.43,2,1.69,9.33,2,0.39,9.43,3,999,999,0,999,999,0,999,999,0,None,None,False
10613649,0.00,2.00,0,999,999,999,999,-0.72,8.87,2,1.50,8.79,2,0.38,9.29,3,999,999,0,999,999,0,999,999,0,None,None,False
10613649,0.00,1.33,0,999,999,999,999,-0.63,8.31,2,1.29,8.26,2,0.39,9.16,3,999,999,0,999,999,0,999,999,0,DownArrow,None,False
10613649,0.00,1.00,0,999,999,999,999,-0.49,7.80,2,1.11,7.76,2,0.41,9.04,3,999,999,0,999,999,0,999,999,0,DownArrow,None,False
10613649,0.50,1.00,0,999,999,999,999,-0.32,7.27,2,0.96,7.22,2,0.44,8.90,3,999,999,0,999,999,0,999,999,0,None,RightArrow,False
10613650,0.83,1.00,1,999,999,999,999,-0.15,6.73,2,0.89,6.65,2,0.46,8.77,3,999,999,0,999,999,0,999,999,0,None,RightArrow,True
10613650,0.83,0.84,2,999,999,999,999,-0.04,6.22,2,0.91,6.12,2,0.48,8.65,3,999,999,0,999,999,0,999,999,0,None,None,True
10613650,0.83,0.84,3,999,999,999,999,-0.24,9.44,2,2.35,9.18,2,0.00,5.66,2,0.48,8.52,2,999,999,0,999,999,0,None,None,True
10613650,0.08,0.75,4,999,999,999,999,-0.26,9.16,2,2.21,8.71,2,-0.06,5.13,2,0.46,8.39,1,999,999,0,999,999,0,None,LeftArrow,True
10613651,0.08,0.75,5,999,999,999,999,-0.81,9.27,2,-0.31,8.87,2,2.02,8.23,2,-0.22,4.59,2,999,999,0,999,999,0,None,None,True
10613651,0.08,0.67,6,999,999,999,999,-0.73,8.88,2,-0.37,8.57,2,1.80,7.76,2,-0.42,4.07,1,999,999,0,999,999,0,None,None,True
10613651,-0.08,0.59,7,999,999,999,999,-0.70,8.52,2,-0.43,8.30,2,1.60,7.32,2,-0.60,3.57,1,999,999,0,999,999,0,None,LeftArrow,True
10613652,-0.67,0.50,8,999,999,999,999,-0.71,8.13,2,-0.47,8.00,2,1.42,6.83,2,-0.72,3.02,1,999,999,0,999,999,0,None,LeftArrow,True
10613652,-0.67,0.50,9,999,999,999,999,-1.45,9.28,2,-0.77,7.77,2,-0.48,7.72,2,1.31,6.36,2,999,999,0,999,999,0,None,None,True
10613652,-0.67,0.42,9,999,999,999,999,1.36,9.30,2,-1.49,8.95,2,-0.84,7.39,2,1.29,5.84,2,999,999,0,999,999,0,None,None,False
10613652,-0.67,0.34,10,999,999,999,999,1.22,8.90,2,-1.52,8.63,2,1.34,5.32,2,999,999,0,999,999,0,999,999,0,None,None,True
10613653,-0.67,0.34,10,999,999,999,999,1.12,8.52,2,-1.52,8.32,2,1.43,4.85,2,999,999,0,999,999,0,999,999,0,None,None,False
10613653,0.33,0.34,10,999,999,999,999,1.06,8.10,2,-1.48,8.00,2,1.52,4.33,2,999,999,0,999,999,0,999,999,0,None,RightArrow,False
10613653,0.67,0.25,11,999,999,999,999,1.07,7.67,2,-1.40,7.68,2,1.54,3.82,2,999,999,0,999,999,0,999,999,0,None,RightArrow,True
10613653,0.67,0.17,12,999,999,999,999,1.11,7.28,2,-1.30,7.40,2,1.47,3.34,2,999,999,0,999,999,0,999,999,0,None,None,True
10613654,1.58,0.09,13,999,999,999,999,1.19,6.86,2,-1.17,7.10,2,1.26,2.86,2,999,999,0,999,999,0,999,999,0,None,RightArrow,True
10613654,1.58,0.00,14,999,999,999,999,1.25,6.47,2,-1.05,6.82,2,0.99,2.46,2,999,999,0,999,999,0,999,999,0,None,None,True
10613654,1.16,-0.08,15,999,999,999,999,0.88,9.46,2,-0.95,6.50,2,0.66,2.06,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,True
10613654,0.66,-0.16,16,999,999,999,999,0.77,9.12,2,-0.90,6.18,2,0.33,1.66,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,True
10613655,-0.58,-0.24,18,999,999,999,999,-2.10,9.38,2,0.70,8.79,2,-0.91,5.88,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,True
10613655,-0.83,-0.32,19,999,999,999,999,-2.06,9.06,2,0.65,8.44,1,-0.96,5.56,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,True
10613655,-0.83,-0.45,20,999,999,999,999,0.99,9.36,2,-1.99,8.77,2,-1.03,5.26,2,999,999,0,999,999,0,999,999,0,None,None,True
10613655,-0.83,-0.50,20,999,999,999,999,0.90,9.07,2,-1.88,8.46,2,-1.10,4.94,1,999,999,0,999,999,0,999,999,0,None,None,False
10613656,-1.00,-0.50,21,999,999,999,999,-1.20,9.16,2,0.83,8.77,2,-1.75,8.17,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,True
10613656,-1.50,-0.50,21,999,999,999,999,-1.07,8.77,2,0.79,8.49,2,-1.63,7.89,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,False
10613656,-1.50,-0.50,21,999,999,999,999,-0.95,8.34,1,0.80,8.19,2,-1.52,7.59,2,999,999,0,999,999,0,999,999,0,None,None,False
10613656,-1.50,-0.50,21,999,999,999,999,-0.88,7.94,1,0.83,7.91,2,-1.45,7.29,2,999,999,0,999,999,0,999,999,0,None,None,False
10613657,-2.17,-0.50,21,999,999,999,999,-0.87,7.49,1,0.89,7.61,2,-1.42,6.97,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,False
10613657,-1.00,-0.50,17.83808,999,999,999,999,-0.92,7.06,1,0.94,7.31,2,-1.44,6.65,2,999,999,0,999,999,0,999,999,0,None,RightArrow,True
10613657,-1.00,-0.50,18.83808,999,999,999,999,-1.00,6.65,1,0.97,7.03,2,-1.48,6.35,2,999,999,0,999,999,0,999,999,0,None,None,True
10613658,-1.33,-0.50,19.83808,999,999,999,999,-1.08,9.40,2,0.96,6.72,2,-1.53,6.03,2,999,999,0,999,999,0,999,999,0,None,LeftArrow,True
10613658,-1.33,-0.50,19.83808,999,999,999,999,0.96,9.50,3,0.89,6.43,2,-1.55,5.71,2,999,999,0,999,999,0,999,999,0,None,None,False
10613658,-1.33,-0.50,20.83808,999,999,999,999,0.93,9.28,3,0.80,6.16,2,-1.52,5.41,2,999,999,0,999,999,0,999,999,0,None,None,True
10613658,-1.33,-0.50,21.83808,999,999,999,999,2.29,9.50,2,0.22,9.40,2,0.92,9.05,3,0.68,5.88,2,-1.43,5.10,2,999,999,0,None,None,True
10613659,-1.33,-0.50,21.83808,999,999,999,999,-1.58,9.25,2,2.27,9.14,2,0.10,8.92,2,0.94,8.83,3,0.57,5.62,2,999,999,0,None,None,False
10613659,-0.08,-0.50,21.83808,999,999,999,999,-1.58,9.40,2,2.29,8.75,2,0.01,8.40,2,0.98,8.60,3,0.48,5.33,2,999,999,0,None,RightArrow,False
10613659,-0.08,-0.50,23.83808,999,999,999,999,-1.44,9.01,2,2.30,8.37,2,-0.02,7.87,2,1.02,8.36,3,0.43,5.03,2,999,999,0,None,None,True
10613659,0.00,-0.50,24.83808,999,999,999,999,-1.32,8.63,2,2.29,8.00,2,0.02,7.37,2,1.04,8.14,3,0.45,4.75,2,999,999,0,None,RightArrow,True
1061370,0.50,-0.50,24.83808,999,999,999,999,-1.09,9.12,2,-1.23,8.22,2,2.24,7.62,2,1.03,7.91,3,0.52,4.45,2,999,999,0,None,RightArrow,False
1061370,0.50,-0.50,25.83808,999,999,999,999,-1.07,8.60,2,-1.21,7.83,2,2.14,7.27,2,1.00,7.69,3,0.61,4.18,2,999,999,0,None,None,True
1061370,0.50,-0.50,27.83808,999,999,999,999,-1.11,8.04,2,-1.23,7.41,2,1.98,6.92,2,0.93,7.47,3,0.71,3.89,1,999,999,0,None,None,True
1061370,1.08,-0.50,28.83808,999,999,999,999,-0.69,9.28,2,-1.19,7.49,2,-1.30,6.99,2,1.81,6.57,2,0.85,7.25,3,999,999,0,None,RightArrow,True
1061371,1.08,-0.50,29.83808,999,999,999,999,-0.76,8.90,2,-1.28,6.97,2,-1.36,6.61,2,1.64,6.25,2,0.77,7.04,1,999,999,0,None,None,True
1061371,1.08,-0.50,29.83808,999,999,999,999,-1.46,9.37,3,-0.81,8.50,2,-1.33,6.42,2,-1.39,6.19,2,1.48,5.90,2,999,999,0,None,None,False
1061371,1.08,0.38,30.83808,999,999,999,999,-1.48,9.01,3,-0.81,8.10,2,-1.29,5.86,2,-1.37,5.77,2,1.37,5.53,1,999,999,0,UpArrow,None,True
1061371,1.32,1.40,31.83808,999,999,999,999,-0.72,9.48,2,-1.52,8.68,3,-0.76,7.72,2,-1.18,5.35,2,-1.27,5.39,2,999,999,0,UpArrow,RightArrow,True
1061372,0.99,1.51,31.83808,999,999,999,999,-0.64,9.11,2,-1.55,8.33,3,-0.65,7.33,2,-0.97,4.84,2,-1.11,5.00,2,999,999,0,UpArrow,LeftArrow,False
1061372,-0.26,1.45,31.83808,999,999,999,999,-0.54,8.77,2,-1.57,8.00,3,-0.53,6.97,2,-0.72,4.37,2,-0.93,4.65,2,999,999,0,None,LeftArrow,False
1061372,-0.64,2.00,33.83807,999,999,999,999,-0.53,9.50,3,-0.43,8.41,2,-1.54,7.65,3,-0.39,6.59,2,-0.72,4.28,2,999,999,0,UpArrow,RightArrow,True
1061372,-0.14,1.88,34.83807,999,999,999,999,-0.48,9.26,3,-0.34,8.04,2,-1.45,7.30,3,-0.28,6.21,2,999,999,0,999,999,0,None,RightArrow,True
1061373,-0.81,1.75,35.83807,999,999,999,999,-0.49,9.48,2,-0.45,9.03,3,-0.30,7.69,2,-1.34,6.99,3,999,999,0,999,999,0,None,LeftArrow,True
1061373,-0.81,2.37,36.83807,999,999,999,999,-0.41,9.19,2,-0.45,8.78,3,-0.30,7.31,2,-1.19,6.67,2,999,999,0,999,999,0,UpArrow,None,True
1061373,-0.81,2.23,37.83807,999,999,999,999,-0.33,8.91,2,-0.48,8.55,2,-0.36,6.96,2,-1.06,6.36,1,999,999,0,999,999,0,None,None,True
1061373,-0.81,2.85,38.83807,999,999,999,999,-1.59,9.32,3,-0.27,8.61,2,-0.53,8.30,1,-0.45,6.59,2,999,999,0,999,999,0,UpArrow,None,True
1061374,-0.81,3.30,39.83807,999,999,999,999,2.33,9.38,2,0.24,9.30,3,-1.62,9.04,3,-0.24,8.30,2,999,999,0,999,999,0,UpArrow,None,True
1061374,-0.41,3.65,40.83807,999,999,999,999,2.15,8.94,2,0.18,8.99,3,-1.63,8.77,3,-0.25,8.02,2,999,999,0,999,999,0,UpArrow,RightArrow,True
1061374,-0.41,3.59,40.83807,999,999,999,999,-1.03,9.37,2,2.01,8.45,2,0.14,8.66,3,-1.62,8.49,3,999,999,0,999,999,0,None,None,False
1061375,-0.41,4.22,41.83807,999,999,999,999,-1.10,8.89,2,1.94,7.97,2,0.15,8.35,3,-1.57,8.22,3,999,999,0,999,999,0,UpArrow,None,True
1061375,0.34,4.38,42.83807,999,999,999,999,-1.17,8.37,2,1.93,7.46,2,0.20,8.02,2,-1.48,7.95,3,999,999,0,999,999,0,UpArrow,RightArrow,True
1061375,0.34,4.38,44.83807,999,999,999,999,-1.21,7.86,2,1.96,6.95,2,-1.37,7.69,3,999,999,0,999,999,0,999,999,0,None,None,True
