-1.03,-4.00,2.47,-0.42,2.17,3.71,-2.14,5.73,999,999,RightArrow
2.05,-4.00,2.47,-2.47,2.17,1.65,-2.14,3.68,1.38,5.73,Space
2.38,-4.00,2.17,-0.49,-2.14,1.54,1.38,3.59,-1.18,5.60,Space
1.24,-4.00,-2.14,-0.48,1.38,1.57,-1.18,3.58,2.91,5.60,LeftArrow
-1.56,-4.00,-2.14,-2.56,-1.18,1.50,2.91,3.52,0.33,5.54,LeftArrow
-1.39,-4.00,-1.18,-0.64,2.91,1.38,-0.65,5.40,999,999,Space
-0.61,-4.00,2.91,-0.67,-0.65,3.35,2.82,5.40,999,999,RightArrow
2.37,-4.00,2.91,-2.73,-0.65,1.29,2.82,3.34,0.50,5.40,LeftArrow
0.24,-4.00,-0.65,-0.84,2.82,1.22,0.50,3.28,2.99,5.67,LeftArrow
-0.61,-4.00,2.82,-0.84,0.50,1.23,2.99,4.64,1.55,5.34,RightArrow
2.42,-4.00,2.82,-2.91,0.50,-0.85,2.99,3.60,1.55,3.26,Space
0.59,-4.00,0.50,-2.90,2.99,2.58,1.55,1.21,-0.29,4.74,Space
1.23,-4.00,2.99,1.52,1.55,-0.91,-0.29,2.62,-1.05,4.67,None
2.75,-4.00,2.99,0.49,-0.29,0.56,-1.05,2.62,2.66,4.67,LeftArrow
0.69,-4.00,2.99,-0.55,-0.29,-1.50,-1.05,0.55,2.66,2.60,LeftArrow
-1.09,-4.00,2.99,-1.61,-1.05,-1.58,2.66,0.48,-2.22,5.01,LeftArrow
0.31,-4.00,2.99,-2.64,2.66,-1.58,-2.22,2.95,-2.92,5.01,RightArrow
3.00,-4.00,2.66,-3.63,-2.22,0.90,-2.92,2.95,-2.46,5.21,None
1.37,-4.00,-2.22,-1.22,-2.92,0.83,-2.46,3.09,-0.25,5.57,LeftArrow
-1.72,-4.00,-2.22,-3.28,-2.92,-1.23,-2.46,1.03,-0.25,4.54,LeftArrow
-2.77,-4.00,-2.46,-1.03,-0.25,3.51,2.15,4.74,999,999,RightArrow
-2.38,-4.00,-0.25,2.44,2.15,2.60,-1.19,4.61,999,999,RightArrow
0.21,-4.00,-0.25,1.42,2.15,0.55,-1.19,2.55,1.28,5.30,RightArrow
1.98,-4.00,-0.25,0.38,2.15,-1.53,-1.19,0.48,1.28,4.27,None
-0.06,-4.00,-0.25,-0.66,-1.19,-1.60,1.28,3.23,1.27,5.04,Space
-0.28,-4.00,-0.25,-1.69,1.28,2.20,1.27,4.01,-2.64,5.54,Space
0.38,-4.00,1.28,1.13,1.27,2.95,-2.64,3.41,2.22,5.47,RightArrow
0.55,-4.00,1.28,0.10,1.27,1.92,-2.64,1.35,2.22,3.42,None
0.66,-4.00,1.27,0.88,-2.64,-0.73,2.22,1.33,-3.00,4.21,LeftArrow
-2.21,-4.00,1.27,-0.16,-2.64,-2.80,2.22,-0.74,-3.00,2.14,LeftArrow
-1.17,-4.00,1.27,-1.18,2.22,-2.79,-3.00,0.09,-0.06,4.87,RightArrow
1.60,-4.00,1.27,-2.25,2.22,-4.93,-3.00,-2.05,-0.06,2.74,LeftArrow
0.00,-4.00,-1.11,6.00,999,999,999,999,999,999,None
-0.03,-4.00,-1.11,3.93,-1.10,5.93,999,999,999,999,LeftArrow
-0.71,-4.00,-1.11,1.88,-1.10,3.88,2.11,5.93,999,999,Space
-0.71,-4.00,2.11,3.86,-2.26,5.87,999,999,999,999,Space
1.23,-4.00,2.11,1.73,-2.26,3.74,-1.39,5.80,999,999,RightArrow
2.19,-4.00,-2.26,1.68,2.29,5.80,999,999,999,999,LeftArrow
-0.84,-4.00,-2.26,-0.42,2.29,3.71,1.27,5.73,999,999,LeftArrow
-0.98,-4.00,2.29,1.65,1.27,3.68,-0.01,5.87,999,999,RightArrow
1.90,-4.00,2.29,-0.42,1.27,1.61,-0.01,4.83,1.11,5.67,None
1.29,-4.00,1.27,-0.50,-0.01,3.78,1.11,3.56,1.93,5.60,None
1.07,-4.00,-0.01,2.75,1.11,1.51,1.93,3.55,-0.34,5.60,None
-0.18,-4.00,-0.01,1.71,1.93,1.47,-0.34,3.52,-1.43,5.54,RightArrow
1.56,-4.00,1.93,-0.60,-0.34,1.45,-1.43,3.47,-2.29,5.80,LeftArrow
-0.68,-4.00,-0.34,-0.67,-1.43,1.34,-2.29,3.68,0.82,5.87,Space
-1.67,-4.00,-1.43,-0.71,-2.29,1.62,0.82,4.84,-2.75,5.73,Space
-2.35,-4.00,-2.29,-0.49,0.82,3.78,-2.75,3.62,2.49,5.67,RightArrow
-1.84,-4.00,0.82,2.76,-2.75,1.57,2.49,3.61,2.16,5.67,LeftArrow
-1.62,-4.00,0.82,1.73,2.49,1.55,2.16,3.61,2.74,5.67,RightArrow
1.56,-4.00,0.82,0.67,2.49,-0.57,2.16,1.49,2.74,3.55,RightArrow
2.27,-4.00,0.82,-0.37,2.16,-0.58,2.74,1.48,-0.40,5.41,None
1.26,-4.00,0.82,-1.39,2.74,-0.57,-0.40,3.35,1.16,5.40,Space
1.76,-4.00,2.74,-2.69,-0.40,1.23,1.16,3.28,2.56,5.73,RightArrow
1.54,-4.00,-0.40,-0.84,1.16,1.21,2.56,3.66,-0.76,5.67,LeftArrow
-0.16,-4.00,1.16,-0.85,2.56,1.61,-0.76,3.61,999,999,RightArrow
1.85,-4.00,2.56,-0.51,-0.76,1.49,-2.13,4.97,-2.61,6.00,RightArrow
2.24,-4.00,-0.76,-0.56,-2.13,3.95,-2.61,3.95,0.07,6.00,LeftArrow
-0.74,-4.00,-0.76,-2.62,-2.13,2.92,-2.61,1.89,0.07,3.94,None
-2.89,-4.00,-2.13,1.88,-2.61,-0.19,0.07,1.86,-2.38,4.48,Space
-2.41,-4.00,-2.13,0.81,0.07,-0.26,-2.38,2.35,2.44,5.07,None
-0.42,-4.00,-2.13,-0.21,0.07,-2.31,-2.38,0.30,2.44,3.02,None
-2.18,-4.00,-2.38,-1.77,2.44,0.95,-2.51,4.21,999,999,RightArrow
-0.05,-4.00,2.44,-1.10,-2.51,2.16,1.47,4.21,999,999,RightArrow
2.17,-4.00,2.44,-3.23,-2.51,0.04,1.47,2.09,-0.38,4.14,LeftArrow
-0.53,-4.00,-2.51,-2.03,1.47,0.03,-0.38,2.08,-2.61,5.07,LeftArrow
-1.93,-4.00,1.47,-2.04,-0.38,0.02,-2.61,4.04,-1.01,5.93,RightArrow
1.12,-4.00,1.47,-4.17,-0.38,-2.11,-2.61,2.97,-1.01,4.87,LeftArrow
-0.87,-4.00,-2.61,1.95,-1.01,3.84,-3.00,5.30,999,999,LeftArrow
-3.00,-4.00,-2.61,0.92,-1.01,2.81,-3.00,4.28,1.00,4.61,RightArrow
-1.01,-4.00,-1.01,1.75,-3.00,3.22,1.00,2.49,999,999,Space
-0.84,-4.00,-1.01,0.72,-3.00,2.19,1.00,0.43,2.15,4.01,LeftArrow
0.04,-4.00,-3.00,1.15,1.00,-1.64,2.15,1.94,-0.87,5.14,RightArrow
1.69,-4.00,-3.00,0.11,2.15,-0.15,-0.87,3.04,0.08,5.07,RightArrow
0.56,-4.00,-3.00,-0.95,-0.87,0.93,0.08,2.96,-0.01,5.01,LeftArrow
-2.52,-4.00,-3.00,-1.98,-0.87,-1.12,0.08,0.91,-0.01,2.95,Space
-0.69,-4.00,-3.00,-3.01,0.08,-1.15,-0.01,0.90,-1.03,5.60,Space
-0.71,-4.00,-3.00,-4.07,-0.01,-1.23,-1.03,3.48,2.54,5.54,LeftArrow
-2.43,-4.00,-3.00,-5.10,-0.01,-3.29,-1.03,1.42,2.54,3.47,RightArrow
-0.36,-4.00,-1.03,-0.65,2.54,1.40,1.04,5.11,999,999,LeftArrow
0.28,-4.00,2.54,-0.67,1.04,4.07,-2.91,4.14,999,999,RightArrow
2.10,-4.00,2.54,-2.79,1.04,3.01,-2.91,2.02,-1.67,5.04,LeftArrow
-0.76,-4.00,1.04,1.98,-2.91,-0.03,-1.67,4.01,0.80,4.08,LeftArrow
-2.32,-4.00,1.04,0.95,-2.91,-2.09,-1.67,2.98,0.80,2.02,RightArrow
0.65,-4.00,1.04,-0.10,-1.67,1.94,0.80,-0.07,0.93,5.07,RightArrow
0.91,-4.00,1.04,-1.13,0.93,4.03,-2.69,4.54,999,999,LeftArrow
0.33,-4.00,0.93,3.00,-2.69,2.48,0.20,4.54,999,999,None
0.32,-4.00,0.93,1.95,-2.69,0.37,0.20,2.44,2.95,5.24,LeftArrow
-2.00,-4.00,0.93,0.92,-2.69,-1.68,0.20,0.38,2.95,4.21,LeftArrow
-1.26,-4.00,0.93,-0.14,0.20,-1.74,2.95,3.15,2.27,5.54,RightArrow
0.73,-4.00,2.95,2.11,2.27,4.49,-1.82,5.00,999,999,Space
2.73,-4.00,2.95,1.08,2.27,3.47,-1.82,2.95,-1.39,5.01,Space
1.37,-4.00,2.95,0.05,2.27,2.43,-1.82,0.88,-1.39,2.94,LeftArrow
-1.56,-4.00,2.95,-1.00,2.27,1.39,-1.82,-1.21,-1.39,0.85,RightArrow
0.77,-4.00,2.95,-2.06,2.27,0.32,-1.39,-1.28,2.61,5.00,RightArrow
2.33,-4.00,2.27,-0.70,-1.39,-3.33,2.61,2.95,2.20,5.57,LeftArrow
2.12,-4.00,-1.39,-5.40,2.61,0.88,2.20,4.53,2.42,5.80,None
-0.10,-4.00,2.15,6.00,999,999,999,999,999,999,LeftArrow
-0.55,-4.00,2.15,3.92,-1.42,5.93,999,999,999,999,None
1.29,-4.00,2.15,1.85,-1.42,3.87,-1.81,5.96,999,999,RightArrow
1.60,-4.00,-1.42,1.77,-1.81,4.92,0.17,5.87,999,999,LeftArrow
-0.96,-4.00,-1.42,-0.31,-1.81,3.88,0.17,3.78,2.18,5.80,None
-0.93,-4.00,-1.81,2.84,0.17,1.72,0.33,5.74,999,999,RightArrow
-0.52,-4.00,-1.81,1.79,0.33,3.63,-2.10,5.67,999,999,LeftArrow
-1.63,-4.00,-1.81,0.76,0.33,1.57,-2.10,3.61,-1.52,5.67,RightArrow
-0.09,-4.00,-2.10,1.50,-1.52,3.56,1.76,5.60,999,999,LeftArrow
-1.47,-4.00,-1.52,1.50,1.76,3.55,-1.59,5.60,999,999,Space
-0.75,-4.00,1.76,1.47,-1.59,3.53,2.03,5.54,999,999,RightArrow
1.72,-4.00,1.76,-0.61,-1.59,1.45,2.03,3.46,-0.92,5.73,LeftArrow
0.61,-4.00,-1.59,-0.61,2.03,1.40,-0.92,4.71,2.52,5.47,LeftArrow
-0.89,-4.00,2.03,-0.72,-0.92,3.65,2.52,3.35,-1.39,5.80,RightArrow
