124122456,0.00,0.00,0,999,999,999,999,1.72,9.48,3,0.03,9.40,2,1.18,9.30,2,999,999,0,999,999,0,999,999,0,0,0,0,0,0,0,0,0,None,None,False
124122456,0.00,0.00,0,999,999,999,999,0.14,9.27,2,-0.77,9.18,2,-0.77,9.07,2,1.71,9.34,3,-0.05,9.07,2,1.04,8.91,2,0,0,0,0,0,0,0,0,None,None,False
124122457,0.00,0.00,0,999,999,999,999,0.12,8.84,2,-0.76,8.78,2,-0.83,8.63,2,1.69,9.22,3,-0.11,8.76,2,0.93,8.54,2,0,0,0,0,0,0,0,0,None,None,False
124122457,0.00,0.09,0,999,999,999,999,0.03,8.38,2,-0.80,8.35,2,-0.84,8.16,2,1.65,9.08,3,-0.14,8.43,2,0.85,8.13,2,0,0,0,0,0,0,0,0,UpArrow,None,False
124122457,0.29,1.17,0,999,999,999,999,-0.07,7.96,2,-0.87,7.96,2,-0.79,7.72,2,1.60,8.96,3,-0.13,8.11,2,0.83,7.74,2,0,0,0,0,0,0,0,0,UpArrow,LeftArrow,False
124122457,-0.16,1.17,1,999,999,999,999,-0.19,7.51,2,-0.95,7.53,2,-0.68,7.26,2,1.55,8.83,3,-0.07,7.78,2,0.86,7.32,2,0,0,0,0,0,0,0,0,None,LeftArrow,True
124122458,-0.23,1.17,1,999,999,999,999,-0.28,7.09,1,-1.00,7.14,2,-0.54,6.85,2,1.51,8.71,3,0.01,7.48,2,0.93,6.94,2,0,0,0,0,0,0,0,0,None,None,False
124122458,-0.30,2.25,1,999,999,999,999,0.31,9.23,2,-0.31,6.62,1,-1.00,6.71,2,-0.37,6.41,2,1.48,8.57,3,1.01,6.53,2,0,0,0,0,0,0,0,0,UpArrow,None,False
124122458,-0.73,2.40,3,999,999,999,999,0.36,8.93,2,-0.27,6.19,1,-0.93,6.31,2,-0.24,5.99,1,1.46,8.45,3,1.07,6.15,2,0,0,0,0,0,0,0,0,UpArrow,LeftArrow,True
124122458,-0.80,2.06,3,999,999,999,999,-1.11,9.50,2,0.38,8.61,2,-0.16,5.74,1,-0.16,5.52,1,1.47,8.31,3,1.08,5.73,2,0,0,0,0,0,0,0,0,DownArrow,None,False
124122459,-0.34,1.39,4,999,999,999,999,-1.08,8.98,2,0.36,8.29,2,0.00,5.31,1,-0.16,5.05,1,1.48,8.17,3,1.01,5.32,2,0,0,0,0,0,0,0,0,DownArrow,RightArrow,True
124122459,0.28,0.69,5,999,999,999,999,-1.10,8.49,2,0.31,8.00,2,0.15,4.90,1,-0.25,4.62,1,1.50,8.04,3,0.88,4.95,2,0,0,0,0,0,0,0,0,DownArrow,RightArrow,True
124122459,0.21,0.03,5,999,999,999,999,1.59,9.50,2,-0.77,9.18,1,0.22,7.69,2,-0.40,4.18,1,1.51,7.90,3,0.70,4.58,2,0,0,0,0,0,0,0,0,DownArrow,None,False
124122459,0.83,-0.45,6,999,999,999,999,1.57,9.15,2,-0.69,8.70,1,0.13,7.40,2,-0.56,3.76,1,1.50,7.77,3,0.52,4.23,2,0,0,0,0,0,0,0,0,DownArrow,RightArrow,True
12412250,-0.57,-0.45,7,999,999,999,999,1.51,8.78,2,-0.68,8.18,1,0.05,7.09,1,-0.69,3.31,1,1.47,7.63,3,0.34,3.85,1,0,0,0,0,0,0,0,0,None,LeftArrow,True
12412250,-1.14,-0.45,8,999,999,999,999,1.41,8.44,2,-0.73,7.69,1,0.01,6.79,1,-0.74,2.88,1,1.43,7.51,3,0.24,3.48,1,0,0,0,0,0,0,0,0,None,RightArrow,True
12412250,-0.46,-0.45,9,999,999,999,999,1.27,8.08,2,-0.83,7.18,1,0.02,6.48,1,-0.65,2.41,1,1.38,7.38,3,0.24,3.06,1,0,0,0,0,0,0,0,0,None,RightArrow,True
12412250,-0.56,-0.45,11,999,999,999,999,-1.70,9.37,2,1.14,7.76,2,0.07,6.18,1,1.33,7.26,3,0.33,2.69,1,999,999,0,0,0,0,0,0,0,0,0,None,None,True
12412251,0.21,-0.45,12,999,999,999,999,-1.51,8.85,1,1.02,7.40,2,0.16,5.87,1,1.28,7.13,3,0.50,2.31,1,999,999,0,0,0,0,0,0,0,0,0,None,RightArrow,True
12412251,0.57,-0.45,13,999,999,999,999,-1.31,8.33,1,0.94,7.03,2,0.26,5.57,1,1.24,7.00,3,0.70,1.94,1,999,999,0,0,0,0,0,0,0,0,0,None,RightArrow,True
