128105446,0.00,0.00,0,999,999,999,999,999,999,0,999,999,0,999,999,0,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
128105446,0.00,0.00,0,999,999,999,999,0.75,9.46,2,1.56,9.35,2,-1.48,9.27,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
128105446,0.00,0.00,0,999,999,999,999,0.75,9.13,2,1.53,8.98,2,-1.38,8.75,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
128105447,-0.69,0.35,0,999,999,999,999,0.71,8.80,2,1.46,8.62,2,-1.35,8.23,2,999,999,0,999,999,0,999,999,0,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,UpArrow,LeftArrow,False
128105447,-0.89,1.43,0,999,999,999,999,0.64,8.50,2,1.35,8.28,2,-1.37,7.75,2,999,999,0,999,999,0,999,999,0,6.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,UpArrow,LeftArrow,False
128105447,-1.11,1.35,1,999,999,999,999,0.55,8.23,2,1.23,7.98,2,-1.43,7.30,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,RightArrow,True
128105447,-0.69,1.35,1,999,999,999,999,-1.91,9.47,2,0.45,7.92,2,1.10,7.64,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,None,RightArrow,False
128105448,-0.59,1.35,2,999,999,999,999,-1.91,9.12,2,0.38,7.64,2,1.00,7.33,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,None,RightArrow,True
128105448,0.23,1.35,3,999,999,999,999,-1.87,8.74,2,0.35,7.33,2,0.93,6.99,2,999,999,0,999,999,0,999,999,0,5.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,None,RightArrow,True
128105448,0.53,1.35,4,999,999,999,999,-1.80,8.43,2,0.35,7.07,2,0.92,6.69,2,999,999,0,999,999,0,999,999,0,5.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,None,RightArrow,True
128105449,0.50,1.35,5,999,999,999,999,-1.65,8.02,2,0.41,6.72,1,0.97,6.30,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,None,None,True
128105449,0.43,1.35,7,999,999,999,999,0.57,9.25,1,-1.50,7.67,2,1.04,5.96,2,999,999,0,999,999,0,999,999,0,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,None,None,True
128105449,0.57,1.35,7,999,999,999,999,-1.87,9.43,3,-1.36,7.35,2,1.10,5.64,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,None,RightArrow,False
128105449,0.83,1.35,8,999,999,999,999,-1.84,9.30,3,-1.25,7.04,2,1.14,5.34,2,999,999,0,999,999,0,999,999,0,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,None,RightArrow,True
128105450,0.66,1.35,9,999,999,999,999,1.97,9.41,3,-1.79,9.16,3,-1.17,6.70,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,None,LeftArrow,True
128105450,-0.72,1.35,9,999,999,999,999,1.98,9.20,3,-1.73,9.01,3,-1.14,6.32,2,999,999,0,999,999,0,999,999,0,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,None,LeftArrow,False
128105450,-1.16,1.35,10,999,999,999,999,1.99,8.99,3,-1.68,8.87,3,-1.18,5.95,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,None,LeftArrow,True
128105450,-1.78,1.35,12,999,999,999,999,-1.61,9.26,2,1.99,8.80,3,-1.63,8.73,3,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61,None,LeftArrow,True
128105451,-1.85,1.35,13,999,999,999,999,-1.50,8.74,2,1.96,8.58,3,-1.59,8.56,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61,None,None,True
128105451,-1.71,1.62,15,999,999,999,999,-1.71,9.48,3,-1.71,9.46,3,1.29,9.22,2,1.92,8.40,3,999,999,0,999,999,0,0.00,0.00,0.00,0.00,7.96,7.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103,UpArrow,RightArrow,True
128105451,-1.32,1.81,16,999,999,999,999,0.68,9.20,2,-1.70,9.23,1,-1.70,9.35,1,1.17,8.81,2,1.85,8.23,3,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103,UpArrow,RightArrow,True
128105451,-0.67,1.81,16,999,999,999,999,0.21,9.29,2,0.56,8.79,2,1.00,8.33,2,1.77,8.04,3,999,999,0,999,999,0,0.00,0.00,0.00,0.00,6.65,6.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163,None,RightArrow,False
128105452,0.60,1.81,16,999,999,999,999,-2.10,9.20,2,0.25,9.01,2,0.44,8.41,2,0.84,7.89,2,1.69,7.86,3,999,999,0,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163,None,RightArrow,False
128105452,1.05,1.81,17,999,999,999,999,-1.96,8.86,2,0.32,8.72,2,0.35,7.99,2,0.71,7.41,2,1.62,7.67,3,999,999,0,5.70,5.94,5.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163,None,RightArrow,True
