130165218,0.00,0.00,0,999,999,999,999,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,None,None,False
130165218,0.00,0.00,0,999,999,999,999,0.67,9.50,2,-0.77,9.45,3,1.51,9.43,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,9.39,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,None,None,False
130165218,0.00,0.00,0,999,999,999,999,0.67,9.10,2,-0.72,9.10,3,1.53,9.07,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,8.91,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,None,None,False
130165218,0.00,0.00,0,999,999,999,999,0.62,8.68,2,-0.72,8.71,3,1.57,8.69,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,8.53,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,None,None,False
130165219,0.00,0.26,0,999,999,999,999,0.53,8.30,2,-0.76,8.35,3,1.61,8.34,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,UpArrow,None,False
130165219,0.00,1.55,0,999,999,999,999,0.41,7.92,2,-0.82,8.00,3,1.61,7.98,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,6.34,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,UpArrow,None,False
130165219,-0.41,1.91,0,999,999,999,999,0.29,7.52,2,-0.89,7.62,3,1.57,7.60,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,5.53,999.00,5.42,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,UpArrow,LeftArrow,False
130165220,-0.73,1.91,2,999,999,999,999,0.20,7.13,2,-0.93,7.27,3,1.48,7.26,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,5.18,999.00,999.00,999.00,999.00,999.00,5.57,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,None,LeftArrow,True
130165220,-0.84,1.91,3,999,999,999,999,0.16,6.79,2,-0.93,6.95,2,1.37,6.97,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,4.87,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,0,None,None,True
130165220,-0.14,1.91,3,999,999,999,999,-2.48,9.35,2,0.18,6.48,2,1.25,6.71,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,7.49,4.70,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24,None,RightArrow,False
130165220,-0.21,1.91,4,999,999,999,999,-2.48,8.99,2,0.26,6.06,2,1.10,6.36,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24,None,None,True
130165221,0.51,1.91,4,999,999,999,999,-2.46,8.66,2,0.38,5.68,2,0.98,6.02,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,999.00,999.00,7.17,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24,None,RightArrow,False
130165221,0.76,1.91,5,999,999,999,999,-2.40,8.33,2,0.49,5.30,2,0.91,5.67,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,3.48,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24,None,RightArrow,True
130165221,0.92,1.91,5,999,999,999,999,-2.30,8.02,2,0.57,4.92,1,0.91,5.32,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,2.83,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24,None,RightArrow,False
130165221,1.26,1.91,5,999,999,999,999,-2.18,7.73,2,0.58,4.55,1,0.97,4.99,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,2.74,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24,None,RightArrow,False
130165222,1.06,1.90,6,999,999,999,999,-2.02,7.42,2,0.51,4.13,1,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,2.09,999.00,999.00,999.00,6.09,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,34,None,LeftArrow,True
130165222,-0.01,1.26,7,999,999,999,999,-2.29,9.23,2,-1.87,7.12,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,5.85,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,43,DownArrow,LeftArrow,True
130165222,-0.30,1.26,8,999,999,999,999,1.97,9.20,2,-2.30,8.93,2,-1.75,6.81,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,999.00,999.00,999.00,7.97,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,43,None,LeftArrow,True
130165222,-0.84,1.55,8,999,999,999,999,1.93,8.88,2,-2.31,8.64,2,-1.66,6.49,2,999.00,999.00,0,999.00,999.00,0,999.00,999.00,0,999.00,6.96,999.00,999.00,999.00,999.00,7.72,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,43,UpArrow,LeftArrow,False
130165223,-1.15,2.78,8,999,999,999,999,-0.80,9.49,3,0.11,9.42,2,0.68,9.23,2,1.85,8.55,2,-2.31,8.32,2,-1.62,6.14,2,999.00,5.38,6.53,999.00,6.57,999.00,999.00,999.00,6.29,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,43,UpArrow,LeftArrow,False
130165223,-1.58,3.71,9,999,999,999,999,-0.81,9.39,3,0.08,9.23,2,0.62,8.82,2,1.74,8.24,2,-2.27,8.03,2,-1.64,5.81,2,999.00,999.00,1.80,999.00,5.54,999.00,5.53,999.00,5.36,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,43,UpArrow,LeftArrow,True
130165223,-1.68,3.71,9,999,999,999,999,-0.91,9.40,3,-0.83,9.30,3,0.03,9.05,2,0.61,8.41,2,1.61,7.95,2,-2.19,7.75,2,3.77,999.00,999.00,999.00,5.44,999.00,5.33,999.00,999.00,999.00,999.00,999.00,999.00,999.00,5.11,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,None,None,False
130165223,-2.31,3.25,9,999,999,999,999,-0.86,9.19,3,-0.84,9.20,3,-0.01,8.86,2,0.66,8.00,2,1.48,7.65,2,-2.08,7.47,2,999.00,999.00,999.00,999.00,4.05,999.00,5.90,999.00,5.80,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,DownArrow,LeftArrow,False
130165224,-1.75,3.25,10,999,999,999,999,-0.80,8.97,3,-0.85,9.10,3,-0.05,8.66,2,0.75,7.57,2,1.37,7.33,2,-1.94,7.19,2,999.00,999.00,999.00,999.00,5.59,999.00,5.42,999.00,999.00,999.00,999.00,999.00,999.00,999.00,4.94,999.00,4.72,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,None,RightArrow,True
130165224,-1.41,3.25,10,999,999,999,999,-0.74,8.78,3,-0.85,9.01,3,-0.06,8.48,2,0.82,7.19,2,1.30,7.04,2,-1.81,6.95,2,3.42,999.00,5.89,999.00,5.42,999.00,5.27,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,None,RightArrow,False
130165224,-1.52,3.25,11,999,999,999,999,-0.68,8.58,3,-0.84,8.91,3,-0.04,8.29,2,0.88,6.79,2,1.29,6.71,2,-1.70,6.68,1,999.00,999.00,999.00,999.00,5.20,999.00,5.06,999.00,999.00,999.00,999.00,999.00,999.00,999.00,4.20,999.00,4.18,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,None,None,True
130165224,-1.08,2.45,11,999,999,999,999,-0.65,8.37,3,-0.81,8.82,2,-0.01,8.10,2,0.88,6.37,2,1.31,6.39,2,-1.61,6.39,1,999.00,999.00,5.73,999.00,5.56,999.00,999.00,999.00,4.10,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,DownArrow,RightArrow,False
130165225,-0.09,1.81,11,999,999,999,999,-0.65,8.17,3,-0.78,8.73,2,0.04,7.93,2,0.82,6.00,2,1.36,6.10,2,-1.57,6.12,1,5.93,6.82,999.00,4.42,4.56,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,DownArrow,RightArrow,False
130165225,1.10,1.81,11,999,999,999,999,-0.67,7.94,3,-0.75,8.64,2,0.09,7.73,2,0.69,5.58,2,1.41,5.76,2,-1.58,5.81,1,3.67,999.00,999.00,5.85,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,None,RightArrow,False
130165225,1.04,1.81,11.66894,999,999,999,999,-0.71,7.73,3,-0.73,8.54,2,0.13,7.54,2,0.52,5.20,2,1.44,5.44,2,-1.62,5.51,1,999.00,999.00,999.00,5.66,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,4.37,54,None,None,True
130165225,0.96,1.81,11.66894,999,999,999,999,-0.76,7.52,3,-0.72,8.45,2,0.14,7.35,2,0.35,4.82,2,1.41,5.12,1,-1.66,5.22,1,999.00,999.00,999.00,2.78,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,4.02,54,None,None,False
130165226,0.82,1.31,12.66894,999,999,999,999,-0.79,7.31,3,-0.72,8.35,2,0.12,7.16,2,0.21,4.44,2,1.31,4.81,1,-1.68,4.93,1,999.00,999.00,999.00,2.92,999.00,999.00,999.00,4.41,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,54,DownArrow,None,True
130165226,-0.01,1.31,12.66894,999,999,999,999,-0.79,7.09,3,-0.73,8.26,2,0.08,6.97,2,0.13,4.03,2,-1.65,4.64,1,999.00,999.00,0,2.54,5.66,999.00,999.00,999.00,3.45,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,64,None,LeftArrow,False
130165226,-0.20,1.22,13.66894,999,999,999,999,-0.76,6.87,3,-0.75,8.16,2,0.02,6.77,2,0.15,3.59,2,-1.56,4.34,1,999.00,999.00,0,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,64,DownArrow,LeftArrow,True
