12911323,0.00,0.00,0,999,999,999,999,999,999,0,999,999,0,999,999,0,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
12911323,0.00,0.00,0,999,999,999,999,0.67,9.45,2,-0.76,9.41,3,1.51,9.38,2,999,999,0,999,999,0,999,999,0,0.00,0.00,9.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,None,None,False
12911323,0.00,0.26,0,999,999,999,999,0.68,9.05,2,-0.71,9.05,3,1.53,9.02,2,999,999,0,999,999,0,999,999,0,0.00,0.00,8.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,UpArrow,None,False
12911323,0.00,1.51,0,999,999,999,999,0.63,8.66,2,-0.71,8.69,3,1.57,8.67,2,999,999,0,999,999,0,999,999,0,0.00,7.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,UpArrow,None,False
12911324,0.00,2.86,0,999,999,999,999,0.53,8.25,2,-0.76,8.31,3,1.61,8.29,2,999,999,0,999,999,0,999,999,0,0.00,5.31,0.00,0.00,5.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,UpArrow,None,False
12911324,-0.72,2.92,1,999,999,999,999,0.44,7.97,2,-0.80,8.05,3,1.61,8.03,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,4.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,UpArrow,LeftArrow,True
12911324,-0.84,2.39,3,999,999,999,999,0.34,7.64,2,-0.86,7.74,1,1.58,7.72,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,DownArrow,None,True
12911324,0.33,2.05,4,2.093566,9.114243,999,999,-0.06,9.34,3,0.26,7.31,2,1.50,7.42,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,DownArrow,RightArrow,True
12911325,1.50,2.05,6,1.908432,8.439167,999,999,-0.07,9.07,3,0.22,6.94,2,1.38,7.11,2,999,999,0,999,999,0,999,999,0,0.00,4.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,None,RightArrow,True
12911325,1.20,2.05,7,1.723297,7.764091,999,999,-0.05,8.80,1,0.24,6.57,2,1.24,6.81,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,None,LeftArrow,True
12911325,0.87,2.05,8,1.524939,7.040796,999,999,-0.97,9.21,2,0.00,8.51,1,0.31,6.18,2,999,999,0,999,999,0,999,999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,None,LeftArrow,True
12911325,0.16,2.05,9,1.313357,6.269281,999,999,-0.83,8.78,2,0.07,8.20,1,0.43,5.78,2,999,999,0,999,999,0,999,999,0,5.97,6.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,None,LeftArrow,True
12911326,0.11,2.05,10,1.114998,5.545986,999,999,-0.70,8.39,2,0.15,7.92,1,0.54,5.40,1,999,999,0,999,999,0,999,999,0,5.68,6.10,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,None,None,True
